country,Code,Year,Electric cars sold,Region,CO2 emissions from fuel combustion (MtCO2),Average CO2 emission factor (tCO2/toe),CO2 intensity at constant purchasing power parities (kCO2/$15p),Total energy production (Mtoe),Total energy consumption (Mtoe),Share of renewables in electricity production (%),Share of electricity in total final energy consumption (%),Oil products domestic consumption (Mt),Refined oil products production (Mt),Natural gas production (bcm),Natural gas domestic consumption (bcm),Energy intensity of GDP at constant purchasing power parities (koe/$15p),Electricity production (TWh),Electricity domestic consumption (TWh),Coal and lignite domestic consumption (Mt),Share of wind and solar in electricity production (%),Crude oil production (Mt),Coal and lignite production (Mt),Total energy consumption (EJ),Carbon Intensity (MtCO2 per EJ),Clean electricity share (%)
Netherlands,NLD,2018,27600,Europe,166.9314535,2.288377423,0.18156296,36.43734636,72.94751814,16.49742225,15.61553417,24.633647,60.915771,38.75246331,42.58923231,0.079341353,114.468277,114.036007,13.07474904,12.54511588,1.479506,0.0,3.05416668948552,54.65695571714846,29.04253813
Netherlands,NLD,2019,66500,Europe,160.3904054,2.237854144,0.171532537,33.33431209,71.6715188,18.02251433,15.82936333,23.48875344,61.90294751,33.68710459,44.3703087,0.076650454,121.3582937,113.5656028,10.10643303,13.82130588,1.112132047,0.0,3.0007431491184002,53.45022797006858,31.84382021
Netherlands,NLD,2020,87000,Europe,151.4607859,2.16587188,0.168907808,28.14649781,69.93063038,24.78119222,15.91978711,22.62727425,55.37073622,24.16524042,43.53553202,0.077986057,122.6765121,111.4018379,6.326573461,18.88679406,1.036054608,0.0,2.92785563274984,51.73096111905904,43.66798628
New Zealand,NZL,2011,15,Asia & Pacific,29.28293164,1.587759578,0.191541547,16.25561203,18.44292552,76.09601225,25.99977388,5.998,5.518,4.358999206,4.324995299,0.120636367,44.411,40.342,2.982329476,18.30852717,2.275,4.959,0.77216840567136,37.9229860026972,94.40453942
New Zealand,NZL,2012,27,Asia & Pacific,31.11260853,1.60552241,0.19907817,16.21229566,19.37849533,71.80976051,25.38400068,5.96,5.743,4.647994044,4.505002432,0.123995884,44.26,39.88,3.527751184,18.793493,2.032,4.922,0.8113388424764401,38.34724396410672,90.60325351
New Zealand,NZL,2013,36,Asia & Pacific,31.25057787,1.603215192,0.194940515,16.30506808,19.4924412,74.21219337,24.40997095,6.04,5.519,4.790999007,4.806998888,0.12159348,43.253,39.496,3.108098914,19.68187178,1.779,4.625,0.8161095281616,38.292137013026014,93.89406514999999
New Zealand,NZL,2014,320,Asia & Pacific,31.8993602,1.552592584,0.191859021,17.07128698,20.54586666,79.13776471,23.13276855,6.189,5.418,5.240999137,5.368994119,0.123573321,43.538,39.862,3.15813898,21.96931416,1.989,3.985,0.8602143453208801,37.08303677277178,101.10707887
New Zealand,NZL,2015,500,Asia & Pacific,31.66858709,1.523132935,0.183879497,16.71219679,20.79174205,80.08095152,23.56545709,6.332,5.809,4.954003766,5.059997733,0.120724523,44.224,40.422,2.947659474,23.30634949,2.061,3.391,0.8705086561494001,36.37940515156108,103.38730101
New Zealand,NZL,2016,1540,Asia & Pacific,31.22167353,1.51900974,0.174907767,16.20230524,20.55396534,84.23569794,22.70364621,6.475,5.695,5.066005241,5.063005224,0.115145915,43.7,39.781,2.515598454,23.597254,1.752,2.866,0.8605534208551201,36.28092431376945,107.83295193999999
New Zealand,NZL,2017,3440,Asia & Pacific,32.73300921,1.582650948,0.177811692,15.99553256,20.6823932,81.118623,22.33064831,6.728383,5.524,4.990002695,5.169250963,0.112350542,44.192333,39.662983,2.631710627,22.89686992,1.585,2.918563,0.8659304384976001,37.80096847824424,104.01549292
New Zealand,NZL,2018,5600,Asia & Pacific,32.15683529,1.573505875,0.169967636,15.44902598,20.4364253,83.37565791,22.72086175,6.778742,5.514,4.408000635,4.582995309,0.108018431,44.380042,39.543334,2.621948481,22.93871196,1.259,3.238599,0.8556322544604,37.58254217552789,106.31436987000001
New Zealand,NZL,2019,6900,Asia & Pacific,32.08372255,1.547578401,0.165896629,15.6818005,20.73156521,81.68117893,22.26833096,6.977299376,5.65190828,4.728642153,4.926470739,0.10719756,44.78113204,39.74586266,2.9715604,23.34683981,1.300614483,3.041308776,0.86798917221228,36.96327509273748,105.02801874
New Zealand,NZL,2020,5400,Asia & Pacific,30.00430431,1.443832242,0.170301312,15.19973315,20.78101834,80.02988022,23.4529158,6.40762349,4.026153742,4.65115916,4.880874467,0.1179509,44.15034355,38.92924493,2.812770447,23.91162611,1.118213757,2.825487916,0.87005967585912,34.4853406524937,103.94150633
Norway,NOR,2012,4220,Europe,38.79802529,1.25936418,0.130085072,203.5066301,30.80762969,97.98256842,45.62916382,8.766,16.148,119.164066,5.824999596,0.103294245,147.663,118.356,1.132,1.048333029,87.648,1.229,1.28985383986092,30.079396665736514,99.03090144900001
Norway,NOR,2013,8240,Europe,38.63947831,1.177230416,0.128227517,194.6825022,32.82235813,97.69079301,45.79661391,8.638,17.02,113.154913,5.765995846,0.108923041,134.072,119.094,1.136031612,1.402977505,83.452,1.855,1.37420649018684,28.117665420679607,99.09377051499999
Norway,NOR,2014,21700,Europe,38.91276321,1.34380393,0.126640196,196.8694082,28.95717326,97.66852152,45.92509678,8.472,15.656,112.8770694,6.183006808,0.094240084,141.97,116.57,1.157968388,1.561597521,84.262,1.675,1.2123789300496801,32.096205439998414,99.230119041
Norway,NOR,2015,33900,Europe,39.12605497,1.323291268,0.124877839,207.5631308,29.56722827,97.69969421,46.45376061,8.513,16.623,121.2779403,6.414995592,0.094369125,144.546,119.526,1.13,1.739930541,87.821,1.106,1.23792071320836,31.606268925410987,99.43962475100001
Norway,NOR,2016,45000,Europe,38.16702676,1.337567288,0.120525427,210.0416821,28.53465922,97.80196186,47.17935171,8.272,13.1,120.5980104,6.183995431,0.090107935,149.042,122.263,1.16,1.419734035,90.184,0.818,1.1946891122229601,31.947245831162338,99.22169589500001
Norway,NOR,2017,62000,Europe,37.81679779,1.258167528,0.11670803,215.8394255,30.05704484,97.82245116,47.11958389,7.971,16.621,128.2161065,6.44800571,0.092760326,149.48,122.988,1.213,1.909285523,88.985,0.131,1.25842835336112,30.050815121095773,99.731736683
Norway,NOR,2018,73000,Europe,38.02828857,1.322138219,0.115866565,206.9635729,28.76271786,97.75367921,47.48975442,8.224207,17.694478,125.8093686,6.500283928,0.087635743,146.890774,126.144508,1.184854388,2.640191684,83.797,0.150354,1.20423747136248,31.578728842389047,100.393870894
